OTU_ID	F10p515F2F4F6	D5p515F2F4F6	E6p515F1F3F5	H8p515F2F4F6	C1p515F2F4F6	F8p515F1F3F5	A4p515F2F4F6	A8p515F1F3F5	A11p515F2F4F6	A5p515F2F4F6	C4p515F2F4F6	B12p515F2F4F6	F10p515F1F3F5	F11p515F1F3F5	G9p515F1F3F5	E3p515F1F3F5	E7p515F1F3F5	H2p515F2F4F6	E4p515F2F4F6	F6p515F1F3F5	C11p515F1F3F5	F12p515F1F3F5	B8p515F2F4F6	F12p515F2F4F6	G7p515F2F4F6	E3p515F2F4F6	C5p515F2F4F6	E2p515F2F4F6	D2p515F1F3F5	G3p515F1F3F5
Otu1765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu5253	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu1564	15	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	12	0	1	0	0	0	1	0	0	0	1	14	0
Otu3922	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu1112	15	0	0	0	0	2	0	0	16	1	0	0	3	1	2	0	3	4	0	0	1	0	0	1	0	0	0	1	56	0
Otu1920	5	0	0	2	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	6	4	0	0	0	0	0
Otu7888	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3554	1	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	1	0	0
Otu1645	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	3	0	0	86	0	0	1	0	0	0	0	0	0
Otu7250	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	0
Otu4394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu8335	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2289	3	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3
Otu729	68	3	0	0	2	3	0	0	0	0	0	3	0	1	1	1	0	2	0	2	0	1	0	3	0	1	0	0	14	2
Otu1086	48	0	1	2	0	7	0	0	0	0	0	2	4	1	0	0	0	0	1	0	0	0	2	10	0	1	0	0	0	0
Otu7513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1
Otu7101	1	0	0	0	0	0	0	1	0	0	0	4	0	0	0	1	0	0	1	3	0	27	1	0	0	0	0	0	0	0
Otu989	0	0	6	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	8	0	0	0	0	0	20
Otu6625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu7194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu1129	8	0	0	0	1	1	0	3	0	5	1	2	13	0	3	1	0	0	12	0	31	8	4	13	0	2	8	0	0	0
Otu5834	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1
Otu1186	4	0	0	0	0	5	0	0	6	1	0	3	6	1	2	0	0	0	1	1	2	3	0	6	0	2	0	0	0	0
Otu6143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu3092	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0
Otu1954	0	0	0	0	0	2	0	0	2	0	0	9	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0
Otu1690	2	1	0	0	0	1	1	0	0	0	0	3	0	0	0	0	5	0	0	0	1	6	0	4	1	2	0	0	0	1
Otu7631	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu2847	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	3
Otu510	0	0	0	0	0	0	5	112	1	0	3	4	12	2	15	0	0	9	1	1	0	0	154	0	0	68	0	4	0	0
Otu8665	0	0	1	0	0	0	0	1	0	0	0	1	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	3
Otu6754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu7514	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu391	37	1	3	5	6	8	21	3	0	3	0	3	287	97	0	3	0	2	0	4	5	0	0	0	13	0	6	0	29	6
Otu1717	33	0	1	0	0	0	0	0	0	0	0	2	0	0	1	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
Otu2560	2	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	2	0
Otu1448	2	0	0	0	0	6	1	0	0	2	1	0	0	0	1	1	0	1	0	0	0	0	3	4	1	2	2	2	0	0
Otu2426	1	0	4	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	3	1	0	1	1	0	0	0	0	0	1
Otu6144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu1408	12	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu281	1	2	0	0	2	0	0	0	45	0	0	12	0	0	0	4	0	700	0	0	0	0	0	4	1	0	0	25	0	0
Otu873	28	0	0	0	0	62	0	37	0	0	0	3	2	1	0	1	0	0	0	0	0	0	2	3	0	2	0	0	0	0
Otu1445	0	1	0	6	0	1	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	4	2	1	0	0	0	1
Otu7523	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu8336	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu8836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu4576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu6626	0	0	0	0	0	0	0	0	0	0	0	1	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Otu6370	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu5560	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2995	0	0	0	0	0	0	0	0	0	0	0	3	4	7	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0
Otu2917	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
Otu6515	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu1340	5	4	0	0	0	0	2	0	0	0	0	3	0	0	1	1	0	0	1	0	0	0	1	1	2	1	0	1	0	0
Otu9127	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu1452	0	0	1	0	1	2	0	0	1	4	0	2	20	1	2	0	0	1	1	0	1	0	0	1	0	7	0	0	0	0
Otu669	28	27	6	3	0	1	2	2	0	22	0	1	4	0	0	0	0	9	1	2	0	0	8	0	0	29	1	6	0	7
Otu2035	5	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
Otu4109	4	1	0	0	0	1	0	0	0	0	0	0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu9009	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu4215	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Otu7799	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2848	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	4	0	0	0	0	0	0	10	0	0	0	0	0	0
Otu3605	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	11	0	0	0	0	0	0
Otu1559	0	0	0	2	0	0	0	0	2	2	0	11	0	0	0	0	6	0	0	1	0	0	0	5	0	0	0	0	0	1
Otu5607	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu4901	2	0	0	0	0	1	0	1	0	0	0	0	0	2	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0
Otu765	1	0	1	33	0	1	0	0	1	0	0	11	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	21
Otu7515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	2	0	3	0	0	0	0	0	0
Otu1272	17	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	3	0	5	0	0	0	1	0	0	0	0	0	10
Otu2131	13	0	0	0	0	1	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Otu2648	0	1	0	1	2	0	0	0	2	0	0	2	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu4577	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
Otu4168	1	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	0
Otu3787	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Otu7516	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Otu5017	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1
Otu8337	0	0	1	2	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu1216	0	0	0	2	0	2	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2519	2	0	0	0	0	0	0	0	0	0	0	1	0	6	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu2518	0	0	1	0	0	0	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0	0	1	1	0	0	0	0	0
Otu1259	0	0	1	8	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	4	0	3	0	0	0	0	0	10
Otu7578	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1930	1	0	0	0	0	0	0	0	0	0	0	18	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0
Otu5923	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu2158	3	0	0	0	1	0	1	0	0	2	0	2	1	1	0	0	10	0	0	0	0	1	0	0	0	1	0	0	0	0
Otu4900	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3473	1	0	0	0	2	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Otu1249	0	0	2	10	0	0	0	1	0	0	0	2	1	0	0	0	0	2	0	2	0	0	0	4	0	0	0	0	0	17
Otu8635	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu2526	0	0	3	4	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	6
Otu5016	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1714	0	0	6	0	0	3	0	0	1	1	0	6	0	1	3	1	0	10	0	4	1	3	0	7	0	2	1	1	0	2
Otu7890	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu4019	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu3093	4	1	0	0	0	0	0	0	0	0	1	1	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0
Otu1533	0	1	0	0	0	7	0	0	0	0	0	1	0	0	2	0	0	0	0	0	1	0	0	0	0	13	1	0	0	0
Otu5855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	18	0
Otu1906	0	0	0	8	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	4	0	0	0	0	0	4
Otu1364	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Otu2939	2	0	0	0	0	3	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0
Otu6372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu4169	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu4395	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu1931	3	0	1	0	0	0	0	0	0	0	0	6	0	0	0	2	0	4	0	4	0	0	0	1	0	0	0	0	0	0
Otu7195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu5895	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
Otu8943	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu3504	2	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu5747	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu738	0	0	0	0	0	2	0	0	2	3	10	0	6	0	0	0	0	2	6	0	16	8	41	0	4	10	0	0	0	0
Otu2221	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	12	0	0	0	0	0	0
Otu2935	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	1	0	0	0	0	0	0
Otu2101	1	0	0	2	0	0	0	0	4	0	0	0	2	0	0	0	0	8	0	0	0	0	0	1	0	0	0	4	0	1
Otu2594	1	0	0	3	0	0	0	0	1	0	0	1	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	18	0
Otu1530	5	0	0	0	1	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	72	0	0	0	0	0	0
Otu3496	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu2662	0	0	1	0	0	1	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu1810	0	0	8	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	5	0	0	0	1	0	0	0	0	0	0
Otu2384	3	0	1	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0
Otu9372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1687	2	0	4	16	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	1	0	0	0	0	0	8
Otu3731	5	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu1671	12	3	0	2	3	0	1	0	0	1	0	4	1	0	0	0	3	1	0	0	0	0	0	3	0	0	0	0	0	0
Otu3943	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu9024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0
Otu5327	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu1556	15	0	0	0	0	1	2	0	0	0	0	0	3	0	0	1	1	12	1	0	0	0	0	1	0	0	0	1	0	0
Otu2222	2	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	6	0	1	1	0	0	0
Otu8369	0	0	2	0	0	0	1	1	0	0	0	0	1	2	5	2	0	0	1	1	0	1	0	1	2	2	0	0	0	0
Otu1232	6	0	0	0	0	1	0	3	37	1	0	3	6	0	6	1	0	4	1	0	1	0	0	1	0	0	1	2	0	6
Otu5698	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu6919	1	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0
Otu7654	0	0	0	1	0	1	0	0	3	0	0	1	0	0	0	0	0	8	0	0	0	0	0	1	0	0	1	0	0	0
Otu8959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu7232	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu4784	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
Otu7660	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3732	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6391	1	1	7	1	0	11	0	2	0	0	0	1	25	6	1	14	0	0	1	16	5	1	0	7	3	0	7	0	0	17
Otu2390	2	0	0	0	0	3	0	1	0	2	0	1	0	8	0	0	2	0	0	0	0	0	1	2	0	0	0	0	0	0
Otu3370	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu2515	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0
Otu7517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3874	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	1
Otu5255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
Otu9424	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu1190	0	0	0	0	1	0	0	0	0	0	0	2	0	0	4	1	5	0	0	0	1	2	0	0	0	8	0	1	1	0
Otu7891	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu6242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	1	0	0	0	0	0	0	0	0	0	1	0	0
Otu1391	13	1	0	0	0	0	0	0	2	0	0	1	0	1	0	0	0	4	0	0	0	0	0	0	0	1	0	2	11	0
Otu4468	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu2190	1	0	0	0	0	0	0	0	4	0	0	0	0	2	0	1	0	0	1	0	0	0	0	1	0	1	0	0	39	0
Otu3064	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
Otu3582	0	0	1	0	1	0	0	1	0	0	0	1	0	0	0	1	0	13	0	0	0	0	0	0	0	0	0	3	0	1
Otu2279	3	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0
Otu8339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu6369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu7518	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
Otu1209	2	0	1	1	3	4	0	0	0	0	0	4	0	0	2	1	30	0	0	0	0	4	0	0	0	0	1	0	0	2
Otu4678	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	3
Otu4038	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0
Otu9267	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu3932	3	0	0	1	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu410	1	0	0	0	0	0	6	0	2	0	0	0	82	13	0	0	13	0	1	0	11	0	7	1	0	3	0	0	0	0
Otu5387	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0
Otu1305	17	0	0	9	0	1	0	0	0	0	0	2	0	0	0	1	0	19	0	0	0	0	0	0	0	0	0	0	0	5
Otu7960	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu7256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
Otu8340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu5736	0	0	1	3	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu7196	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu1944	2	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0
Otu3285	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	3	0	0	0	0	0	0	0	0	0	2
Otu5924	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu4708	0	0	0	0	0	0	0	0	1	0	0	0	0	0	3	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu5385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu7339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	3
Otu3322	0	0	0	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu4578	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
Otu5595	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu7268	2	0	1	0	1	0	0	0	0	0	0	1	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0
Otu1792	1	0	2	12	1	0	1	0	0	0	0	2	0	0	0	0	0	14	0	3	0	1	0	5	0	0	0	3	0	26
Otu2256	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
Otu8146	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Otu515	3	0	31	12	0	0	0	0	7	0	0	5	1	0	0	8	1	7	0	30	0	0	0	0	0	0	0	2	169	34
Otu1313	8	0	1	4	0	0	0	0	0	1	0	2	1	1	0	2	0	9	0	1	0	0	0	6	0	0	0	1	0	1
Otu7520	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1798	0	1	3	7	0	0	0	0	2	0	0	0	1	1	0	1	0	0	0	1	0	0	0	11	0	0	0	0	0	2
Otu6119	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Otu2918	9	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu7828	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu3597	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	34	0
Otu3020	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	11	0	2	0	0	0	0	0	0
Otu6552	3	0	0	0	0	0	0	0	0	0	0	1	4	0	0	1	0	8	0	0	0	0	0	6	0	0	0	0	0	0
Otu7357	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Otu1390	0	0	1	2	0	0	0	1	0	0	1	3	0	0	0	0	13	0	0	0	0	4	1	7	0	2	0	0	0	0
Otu3371	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	8	0
Otu4469	1	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0
Otu978	14	0	1	15	3	0	2	0	0	1	1	0	0	1	0	0	2	0	0	2	0	0	0	0	1	1	0	0	4	1
Otu3647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	4	0	0	0	0	1	4	0	1	1	0	0	0	0
Otu8837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
Otu2191	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Otu1830	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	8	0	2	0	0	0	0	0	10	0	0	0	0	0	1
Otu2646	11	0	0	0	0	1	1	0	0	0	0	1	3	0	0	0	0	0	0	1	0	0	1	0	0	0	2	0	23	0
