OTU_ID	R211L5S10	R211L5S11	R211L5S12	R211L5S14	R211L5S15	R211L5S17	R211L5S1	R211L5S21	R211L5S22	R211L5S23	R211L5S26	R211L5S27	R211L5S29	R211L5S30	R211L5S33	R211L5S34	R211L5S35	R211L5S36	R211L5S37	R211L5S38	R211L5S39	R211L5S41	R211L5S42	R211L5S43	R211L5S46	R211L5S50	R211L5S53	R211L5S58	R211L5S5	R211L5S61	R211L5S66	R211L5S68	R211L5S69	R211L5S6	R211L5S70	R211L5S73	R211L5S74	R211L5S75	R211L5S78
Zotu3136	1	0	0	0	0	0	0	0	0	2	0	7	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	0	0	0
Zotu2694	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	0	0	4	0	0	0
Zotu4249	2	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu773	1	0	3	2	5	0	2	4	2	0	3	5	16	3	12	8	0	1	3	1	0	1	9	5	0	0	1	0	0	0	0	0	8	1	0	8	0	0	1
Zotu643	1	0	0	1	0	1	24	0	3	2	4	2	2	8	3	3	0	2	3	0	0	0	2	1	0	6	0	5	0	0	1	3	6	0	0	3	17	1	1
Zotu1270	4	0	0	1	3	0	0	0	0	0	0	1	1	1	6	0	0	0	0	0	0	0	4	1	1	0	0	0	3	4	1	0	0	1	1	1	0	2	2
Zotu977	1	0	0	6	1	0	25	7	3	0	2	0	0	15	1	2	0	0	0	1	3	0	0	0	7	1	2	1	0	4	0	0	2	6	7	4	3	0	0
Zotu1381	3	0	0	1	0	0	0	2	2	3	0	0	1	0	2	0	0	0	10	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	3	0	0	0
Zotu2245	1	0	0	0	0	0	18	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	4	0	0	6	0	0	4	0	0	0	0	4	0	0
Zotu847	1	0	1	1	0	0	7	0	13	0	1	0	9	6	4	1	0	0	0	3	3	0	0	4	1	2	2	0	5	4	0	1	3	1	1	20	1	1	1
Zotu1884	1	1	0	0	0	0	0	0	3	0	0	0	0	4	5	0	0	0	0	0	0	0	2	1	0	2	0	0	0	0	2	2	0	1	1	0	0	0	1
Zotu6094	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Zotu358	1	9	7	6	0	0	72	1	14	2	1	29	9	12	8	11	3	3	23	10	0	8	4	11	9	11	0	9	13	4	1	8	0	1	0	33	16	13	4
Zotu5103	4	0	0	0	0	0	11	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1765	2	0	0	0	0	0	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	5	0	0	0	0	7	0	2	1	0	0	2	0	0	1
Zotu419	1	2	9	11	6	8	98	2	10	3	5	8	2	4	10	6	0	9	1	5	14	20	0	68	8	17	2	0	11	29	8	11	8	7	5	12	9	3	14
Zotu2238	2	0	0	0	0	0	0	1	10	0	0	0	0	0	20	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	1	0	0	0
Zotu3137	1	4	0	0	0	4	0	1	0	0	0	0	1	5	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu797	1	1	0	0	0	0	8	5	1	0	3	1	5	5	5	1	0	0	5	2	1	4	5	3	10	2	0	0	1	6	4	3	2	0	3	0	0	0	2
Zotu2141	1	0	0	0	0	0	2	0	0	0	1	1	0	1	2	0	1	0	0	0	0	4	2	0	0	4	0	0	3	3	0	2	2	2	0	1	3	0	0
Zotu2754	3	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	0	0	1	0	6	0	6	0	0	0	0	0
Zotu1609	1	0	0	0	0	0	5	0	2	0	3	3	0	0	1	5	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	3	2	2	1	0	0	2
Zotu1382	1	0	0	1	0	0	0	0	0	0	4	0	1	3	6	1	0	0	1	4	1	1	0	0	1	0	3	0	3	4	0	0	7	0	0	8	1	0	2
Zotu4843	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	4	0	0	0	0	0	0
Zotu3725	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	4	0	0	0	0	0	2	0	0	0	0
Zotu1691	1	0	0	0	0	0	4	1	0	0	0	5	0	0	0	0	0	0	2	3	0	0	0	0	1	2	0	0	0	1	0	4	0	2	0	2	0	0	0
Zotu672	1	2	0	2	5	0	2	2	2	0	0	13	13	0	24	2	0	0	1	3	4	0	4	0	2	0	5	0	0	16	0	7	10	0	2	15	8	0	1
Zotu1028	1	2	0	0	0	0	5	2	1	0	0	3	1	0	3	0	0	0	12	3	1	0	0	0	12	0	4	0	7	13	0	0	6	1	0	6	0	0	1
Zotu704	1	4	0	0	2	0	0	4	2	1	3	5	0	21	3	2	0	0	6	6	3	1	2	0	0	1	0	0	18	1	0	10	3	0	2	9	13	0	0
Zotu1552	1	0	0	3	1	0	10	0	0	0	0	6	11	0	0	3	0	0	0	3	0	2	0	0	0	0	0	2	3	0	5	0	2	0	0	0	4	0	0
Zotu157	2	1	20	12	6	12	468	61	48	31	3	4	11	25	1	50	29	1	8	9	34	20	26	5	23	18	6	21	93	7	50	8	16	32	5	13	63	4	8
Zotu777	2	0	2	0	0	0	7	0	0	5	4	0	5	1	2	7	0	2	2	1	0	2	3	0	9	0	2	2	0	0	0	11	0	1	0	8	6	0	0
Zotu1667	2	0	0	1	0	0	10	0	0	0	0	0	2	2	0	0	0	0	0	1	11	0	2	0	3	5	0	0	0	3	0	0	2	1	0	0	0	0	0
Zotu160	1	0	0	1	101	0	27	9	3	0	1	0	212	1	27	1	0	0	5	18	14	2	3	2	0	1	1	0	6	11	5	1	12	5	0	12	0	0	4
Zotu891	1	0	0	2	0	0	39	2	14	0	0	0	0	2	0	0	0	0	2	0	0	0	0	2	0	11	1	2	1	3	0	0	4	1	0	1	0	0	1
Zotu4592	1	0	0	0	0	0	0	0	0	9	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0
Zotu1512	2	0	0	0	0	0	0	4	0	0	0	4	0	0	4	0	0	0	0	0	2	0	0	5	0	0	5	4	0	2	0	0	0	0	0	2	0	0	0
Zotu1828	2	0	0	0	1	0	0	2	0	0	3	4	0	0	0	0	0	0	0	1	0	0	2	1	0	0	2	0	0	2	1	0	1	0	2	0	0	0	2
Zotu2537	3	0	3	0	0	0	3	4	2	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	3	2	0	0	6	3	2	4
Zotu1498	1	0	0	1	0	0	17	0	4	0	2	7	0	0	0	2	0	0	0	0	0	0	0	0	0	5	1	2	0	0	1	0	0	1	3	0	5	0	0
Zotu1335	2	0	2	0	0	0	0	1	0	0	0	2	0	0	0	0	0	1	1	0	0	2	5	0	5	0	0	0	0	4	0	0	0	0	0	11	0	0	0
Zotu1101	1	0	5	0	2	0	1	0	3	6	0	0	1	2	3	0	0	1	3	0	5	0	0	4	3	1	0	0	9	0	0	0	0	2	1	5	0	0	0
Zotu362	1	2	10	6	1	3	29	10	11	8	2	33	2	2	25	11	0	1	8	11	18	7	24	9	3	29	11	8	11	9	5	7	8	15	0	14	8	1	7
Zotu1414	1	0	5	0	0	0	0	0	0	0	0	0	0	0	2	2	0	0	0	0	4	1	0	5	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0
Zotu2996	1	0	0	0	3	0	0	1	1	0	0	0	0	1	5	0	0	0	3	2	0	0	0	0	0	0	0	0	2	3	0	0	0	0	0	0	0	0	0
Zotu614	1	2	4	0	0	0	12	0	0	8	2	7	0	13	2	7	6	0	8	0	0	2	5	3	4	5	0	0	1	2	5	1	0	1	2	5	4	3	3
Zotu1014	3	2	0	7	0	0	0	2	0	1	0	0	8	2	0	1	0	1	2	1	0	0	1	0	0	3	2	3	1	10	0	5	20	0	2	4	0	0	0
Zotu1802	1	0	0	0	0	0	0	0	0	1	0	4	5	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	2	5	5	0	4	1	0	0
Zotu251	1	5	0	3	1	24	1	0	0	0	0	10	0	0	0	7	0	0	0	0	13	0	0	0	36	81	0	0	16	0	0	6	0	0	0	0	4	0	0
Zotu1541	2	0	0	0	1	0	1	1	2	0	0	0	7	3	2	3	3	0	0	0	0	1	0	0	0	3	1	0	3	4	0	1	3	41	0	0	11	0	2
Zotu682	1	2	0	1	5	0	23	7	4	1	14	2	1	1	8	4	0	0	0	5	0	0	1	0	3	6	1	1	3	4	0	16	2	1	2	2	0	0	0
Zotu2246	1	0	0	0	3	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	2	0	1	0	0	0	0	0	0	0	0	0	2	0	0
Zotu2086	2	0	0	0	0	0	2	0	2	0	0	2	0	2	1	9	0	0	0	0	0	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	3
Zotu1591	1	0	0	0	0	0	28	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	5	0	0	0
Zotu1079	2	11	4	0	0	0	4	0	0	1	5	6	0	3	10	0	0	1	0	0	2	1	2	0	7	0	1	0	4	2	0	0	4	1	1	0	0	0	0
Zotu1542	2	0	0	0	1	0	2	2	0	2	5	0	2	0	4	3	0	0	0	0	0	0	0	0	0	1	0	0	6	0	0	0	3	0	1	5	0	0	0
Zotu5365	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0
Zotu833	2	0	0	0	5	2	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	10	0	1	0	1	20	0	0	0	0	94	3	0	0	0
Zotu1236	1	0	0	0	0	0	20	0	0	2	0	0	2	2	0	0	1	1	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	1	0	0	1
Zotu2142	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	4	2	0	0	0	7	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0
Zotu420	1	6	2	1	6	10	44	0	5	0	7	17	1	5	4	13	10	3	0	1	0	14	7	18	1	29	1	0	0	2	2	1	0	18	4	15	1	8	0
Zotu2029	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	2	0	0	0	0	0	0	0	0	0
Zotu2212	1	0	2	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	5	0	0	2	0	0	0	0
Zotu1325	1	0	0	0	3	0	7	0	0	0	6	0	0	1	0	0	2	0	3	0	0	1	0	4	0	0	1	0	11	2	0	0	2	5	0	0	0	0	1
Zotu3875	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4741	1	0	0	1	0	0	0	0	2	0	0	0	0	1	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
Zotu554	1	1	3	1	0	1	56	2	0	0	0	0	21	0	2	7	0	2	1	27	0	0	8	0	1	0	0	0	8	4	0	1	5	4	0	0	0	0	0
Zotu2969	2	0	0	3	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu683	1	0	0	1	1	0	4	2	0	5	1	0	10	3	4	0	0	4	8	4	0	24	5	1	4	0	3	0	0	3	0	0	1	0	0	8	0	0	0
Zotu2695	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4250	1	0	0	2	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
