CORNER	Samp2R1V4GI502comboCT	Samp6R1V4GI502comboCT	Samp10R1V4GI502comboCT	Samp12R1V4GI502comboCT	Samp15R1V4GI502comboCT	Samp16R1V4GI502comboCT	Samp20R1V4GI502comboCT	Samp21R1V4GI502comboCT	Samp25R1V4GI502comboCT	Samp28R1V4GI502comboCT	Samp29R1V4GI502comboCT	Samp34R1V4GI502comboCT	Samp35R1V4GI502comboCT	Samp36R1V4GI502comboCT	Samp40R1V4GI502comboCT	Samp43R1V4GI502comboCT	Samp44R1V4GI502comboCT	Samp45R1V4GI502comboCT	Samp47R1V4GI502comboCT	Samp51R1V4GI502comboCT	Samp52R1V4GI502comboCT	Samp55R1V4GI502comboCT	Samp57R1V4GI502comboCT	Samp16R1V4GI502comboAG	Samp69R1V4GI502comboCT	Samp18R1V4GI502comboAG	Samp85R1V4GI502comboCT	Samp90R1V4GI502comboCT	Samp94R1V4GI502comboCT	Samp2R1V4GI502comboAG	Samp21R1V4GI502comboAG	Samp24R1V4GI502comboAG	Samp26R1V4GI502comboAG	Samp27R1V4GI502comboAG	Samp28R1V4GI502comboAG	Samp33R1V4GI502comboAG	Samp34R1V4GI502comboAG	Samp35R1V4GI502comboAG	Samp38R1V4GI502comboAG	Samp41R1V4GI502comboAG	Samp43R1V4GI502comboAG	Samp45R1V4GI502comboAG	Samp47R1V4GI502comboAG	Samp54R1V4GI502comboAG	Samp57R1V4GI502comboAG	Samp63R1V4GI502comboAG	Samp68R1V4GI502comboAG	Samp75R1V4GI502comboAG	Samp77R1V4GI502comboAG	Samp81R1V4GI502comboAG	Samp83R1V4GI502comboAG	Samp84R1V4GI502comboAG	Samp88R1V4GI502comboAG
Zotu6795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu25	2	30	0	960	38	692	0	66	2	0	18	0	18	52	88	96	606	8	198	8	54	26	4	60	1396	4	472	2	2	56	44	112	100	30	2414	18	316	794	11034	20	564	12	282	60	166	32	2	42	1576	182	30	388	10
Zotu7278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu7798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu880	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	36	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	44	0	0	0	0	0	0	0	2	0	0	0
Zotu1992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu9087	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu155	0	48	100	0	0	32	10	0	0	2	0	68	6	66	0	26	200	24	8	8	110	18	16	66	12	492	22	0	0	10	146	0	202	14	8	0	74	2	0	18	6	118	0	0	84	10	4	14	80	6	4	88	0
Zotu452	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	12	14	0	0	8	12	0	0	0	2	0	16	6	36	0	32	6	34	42	0	36	76	38	0	14	2	6	0	52	8	0	0	0	34	26	0	0	4
Zotu194	0	40	0	120	0	0	2	100	4	354	76	52	58	14	36	44	8	32	32	14	4	42	2	32	14	0	64	34	44	22	14	60	116	86	12	54	48	16	0	44	22	128	18	0	134	18	4	36	52	42	2	4	10
Zotu247	0	2	84	2	0	22	0	14	0	0	0	90	2	4	8	0	54	0	8	2	66	0	0	4	2	362	42	0	0	0	166	0	58	0	0	0	10	0	0	0	2	54	18	0	6	2	10	8	0	0	10	18	0
Zotu3458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	0	0
Zotu2827	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu4989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu700	0	0	0	0	0	18	0	0	0	0	0	0	60	0	0	42	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	28	4	0	0	14	0	34	0	0	0	4	0	0	8	34	4
Zotu7801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu520	2182	432	3612	1874	100	2004	7322	752	640	706	796	2830	5442	404	6426	270	1444	444	608	150	6696	58	222	764	48	348	1470	2072	214	146	4064	30	3762	3974	192	612	1748	704	214	2146	728	2220	946	340	828	150	242	252	876	462	584	2364	10
Zotu8426	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu79	0	14	0	16	2	2	10	204	6	472	132	0	424	18	190	312	578	222	118	52	0	52	150	20	36	60	122	34	154	122	20	124	242	64	46	130	112	96	40	96	28	608	170	468	354	34	30	82	112	320	26	66	28
Zotu69	0	84	0	0	12	4	26	454	24	462	104	24	744	20	136	216	266	392	120	60	4	114	152	238	64	0	6	140	100	120	60	414	278	70	132	182	158	182	10	356	136	422	144	286	858	76	26	190	286	158	96	68	92
Zotu272	0	0	0	50	0	16	2	44	0	180	0	0	0	4	22	40	4	0	0	0	0	0	24	0	0	0	0	0	0	0	0	324	84	10	4	0	32	32	8	0	0	0	48	80	2	0	6	6	0	6	0	100	6
Zotu2043	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	44	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu808	0	22	0	0	0	0	0	0	10	0	0	0	0	4	0	0	0	42	0	2	0	0	0	0	0	38	0	0	34	2	0	0	0	0	0	0	6	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0
Zotu4	7034	10694	3630	2022	284	652	18	1854	120	794	832	6386	1416	100	35662	210	1378	1494	150	130	226	2566	236	1860	390	306	414	76	190	5866	5184	5646	4926	746	4900	7008	4506	37584	180	492	3874	202	4184	31912	300	1402	36	478	5546	298	2870	1202	420
Zotu620	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	44	0	0	0	0	0	0	0	0	0	0	128	0	0	0	0	0	36	0	16	0	0	0	0	26	96	0	26	0	0	0	0	0	2	0	6	0
Zotu2547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu128	0	4	0	0	2	34	0	182	12	214	4	18	28	38	244	96	298	118	30	32	0	6	18	0	14	0	28	60	172	36	34	126	10	22	38	112	50	26	18	150	92	154	124	174	108	6	2	54	154	114	28	110	22
Zotu179	2	0	0	0	2	0	0	172	6	132	16	24	2	6	88	72	166	70	30	4	20	0	46	66	4	0	80	22	38	92	28	16	2	14	34	18	30	38	16	120	36	428	6	10	142	32	16	6	84	34	4	40	18
Zotu14447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	26	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	10	84	0
Zotu543	0	0	0	0	0	84	14	2	2	0	0	0	18	2	0	0	0	64	0	14	0	0	6	0	0	0	0	0	0	0	0	0	0	46	2	0	0	2	0	0	0	10	0	6	122	0	0	0	2	2	14	0	0
Zotu1614	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	10	0	0	0
Zotu540	0	0	0	0	0	0	0	0	0	0	14	0	196	0	22	0	0	0	26	6	6	20	2	0	0	0	0	0	0	20	0	0	0	0	2	18	4	0	0	2	0	0	0	16	0	0	0	0	6	38	0	0	0
Zotu400	4	38	2	2	36	58	0	34	0	0	144	24	100	12	88	38	118	386	12	28	0	46	72	2	42	0	30	0	0	14	0	92	44	30	50	18	48	0	2	90	76	172	30	132	50	2	0	50	8	10	16	78	14
Zotu1424	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	96	0	0	0	0	0	0	0	0	0	0	0
Zotu469	0	12	0	0	0	0	0	2	0	0	70	0	0	0	0	28	0	0	0	20	0	0	16	0	0	0	0	58	42	0	0	0	10	0	0	4	0	0	0	0	0	0	0	70	84	0	0	0	0	0	0	0	4
Zotu13	3992	764	454	342	494	636	54	1618	16	1600	444	802	2422	16	762	172	468	24	440	38	214	626	24	240	60	74	296	26	444	454	334	2298	268	176	526	1222	300	4700	1450	142	9756	596	1520	10488	216	436	18	62	6780	214	654	4376	206
Zotu3794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu251	264	90	290	44	18	246	658	60	22	172	52	272	248	36	794	162	296	10	58	20	432	0	52	284	4	232	86	254	28	28	554	76	480	936	132	114	274	210	42	188	452	532	324	182	278	24	110	220	502	300	224	706	2
Zotu4711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu1648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	46	0	0	0	0	0	0	0	0	0	18	0
Zotu8428	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu454	0	0	0	0	0	0	0	2	0	22	0	0	82	0	0	2	0	90	0	0	0	6	2	0	0	0	0	20	0	0	0	0	32	0	0	0	0	2	0	2	2	0	0	0	0	0	6	62	0	30	0	0	0
Zotu2858	0	2	2	78	2	0	0	0	0	0	0	0	68	4	0	40	0	0	6	0	12	0	0	0	0	60	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	0	0	0	0	0	0
Zotu330	0	0	0	0	0	0	0	4	0	32	0	8	84	0	0	40	0	84	2	18	0	40	0	0	0	0	28	6	0	0	44	48	0	2	34	34	16	18	44	38	0	12	18	0	6	14	0	30	0	0	4	0	0
Zotu3795	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	4	14	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Zotu97	0	0	2	30	126	0	0	168	0	0	112	2	44	8	0	0	0	4	0	2	0	26	0	0	0	0	24	0	0	2	40	16	0	4	0	10	0	82	0	0	2	0	2	2	0	4	20	0	0	0	4	138	4
Zotu453	0	0	0	58	0	0	10	0	0	0	0	0	0	0	0	24	0	0	36	8	0	2	40	0	0	0	0	0	0	0	0	100	0	2	0	6	2	0	18	52	16	0	2	48	0	2	0	20	8	24	0	50	6
Zotu938	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	6	0	0	0	0
Zotu3796	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu5275	0	0	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0
Zotu2730	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2641	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu318	0	0	0	0	4	0	0	32	6	0	6	0	4	0	96	8	4	10	22	0	0	0	0	4	0	0	0	0	0	0	0	96	10	0	36	32	0	0	0	68	4	258	52	56	0	4	2	28	2	48	28	0	2
Zotu7853	4	6	38	0	0	0	30	0	0	0	0	0	0	0	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0
Zotu4982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	14	4	0	0	0	0	0	0	0	0
Zotu7265	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu67	162	52	0	98	434	86	0	20	2	182	62	0	102	12	290	2	200	10	52	22	4	40	16	8	34	0	46	110	6	8	0	144	12	0	20	72	70	58	46	96	20	10	12	24	192	0	20	58	158	36	52	38	6
Zotu541	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	98	0	0	0	2	0	2	0	0	0	0	0	0	0	0	0	54	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	66	0	0	0	0
Zotu4220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu470	196	32	0	0	0	0	0	2	0	0	72	0	70	0	10	8	0	0	0	4	0	0	0	0	0	0	0	0	4	12	0	2	2	0	0	0	0	0	20	0	0	0	0	50	0	0	14	0	4	0	32	0	0
Zotu334	0	0	0	0	0	0	0	2	8	14	38	4	0	0	16	0	0	14	18	12	2	0	0	0	12	0	0	74	0	0	0	146	0	2	8	0	0	14	0	120	0	188	0	62	0	2	0	0	32	2	0	2	4
Zotu9154	0	0	0	4	26	0	2	16	2	32	8	0	14	0	8	6	16	2	12	0	0	4	6	10	2	2	6	4	8	8	4	16	2	20	16	24	12	10	8	32	0	12	10	88	20	2	0	12	10	26	2	14	8
Zotu4983	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	16	28	0	0	0	0	0	34	0	0	0	0	0	0	0	24	0	2	0	0
Zotu94	0	76	42	0	8	170	0	298	22	382	22	14	302	48	148	4	364	222	72	54	14	34	118	192	54	62	86	204	150	40	66	304	104	60	96	60	32	18	12	134	102	304	144	140	202	42	8	38	50	100	26	24	30
Zotu229	2	236	0	0	140	70	0	8	2	10	0	0	74	2	28	2	26	28	20	12	0	0	34	42	0	0	16	24	4	0	0	60	2	12	48	0	86	0	18	0	278	64	54	10	0	14	8	0	0	20	4	4	12
Zotu83	262	8	0	0	2	90	28	110	12	230	114	16	122	28	90	166	244	160	102	76	34	60	76	88	10	4	34	20	42	60	28	252	118	108	124	510	30	16	60	368	108	484	370	166	508	22	30	114	194	210	68	18	36
Zotu3043	0	4	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	0	0	0	0	0
Zotu5614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu1127	0	0	0	0	0	52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	0	0	0	34	0	0	4	0	0	0	0	0	0
Zotu160	98	192	0	0	20	28	8	62	0	0	2	82	0	0	2	0	0	2	0	0	0	2	0	68	0	0	0	0	0	0	0	50	0	0	62	386	0	44	28	0	104	10	0	2	184	0	0	0	50	2	0	12	0
Zotu707	0	0	0	0	26	0	0	0	0	0	0	0	0	6	0	0	14	0	0	2	0	0	0	0	2	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	2	102	0	0	0	0	0	62	0	0	0	0
Zotu9836	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu29	0	298	0	76	412	44	0	100	302	44	122	8	336	10	92	78	422	56	88	42	34	20	58	190	96	0	318	22	76	28	14	168	158	164	310	1106	130	2	38	122	352	136	140	10606	2352	26	4	126	126	106	92	346	32
Zotu35	398	718	170	184	348	328	0	324	16	382	172	686	114	6	1142	76	38	10	36	0	30	108	0	440	74	46	114	0	50	296	292	522	634	32	522	438	162	2618	216	32	836	442	338	1642	900	40	2	36	1036	400	168	194	96
Zotu2731	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	14	0	0	2	0
Zotu127	0	0	0	0	0	0	0	0	0	0	30	0	24	0	0	36	0	0	0	0	4	2	0	2912	0	0	396	0	0	14	0	0	0	0	0	0	0	0	0	0	8	0	2	0	0	0	6	4	38	10	0	76	0
Zotu24	2	468	46	6	1098	2	164	216	0	34	56	2	0	0	2	0	2	0	24	0	14	0	0	38	42	4	0	268	0	24	0	0	0	0	52	0	586	0	0	0	0	4	0	4	6	2	2	14	2	24	0	48	8
Zotu2371	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu6786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu3044	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	0	0	0	0
Zotu105	112	2	2	0	458	120	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	32	12	0	46	4	0	4	0	0	28	0	230	0	126	80	0	0	34	0	0	0	6	0	0	0	0	0	0	22	0
Zotu1093	0	0	0	0	0	34	0	0	2	24	24	0	0	0	0	0	28	0	4	0	0	0	0	12	0	0	0	2	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
Zotu6340	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu979	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	0	4	6	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0	0	0	0	8	0	20	0	0	0	2	0	0	0	0	0	0
Zotu315	0	0	0	104	0	0	0	42	0	356	0	16	0	0	0	0	0	6	14	36	0	18	0	0	4	0	0	44	0	22	0	28	0	0	12	28	2	34	10	2	0	0	0	0	60	6	0	22	0	0	18	0	6
Zotu538	0	0	0	0	0	0	0	32	0	0	16	0	12	0	6	4	0	0	0	0	0	28	0	82	8	0	8	0	0	30	0	0	0	32	6	24	0	8	0	2	0	12	0	0	0	2	0	34	0	28	4	0	8
Zotu309	0	0	0	0	0	0	0	52	8	2	54	0	102	8	14	54	106	24	104	2	10	20	58	2	8	0	14	62	0	0	0	24	0	2	36	34	0	14	0	6	10	2	2	82	4	4	4	44	132	90	0	14	12
Zotu422	0	0	0	0	0	0	0	0	10	0	0	0	6	0	40	0	0	0	0	2	0	0	0	2	12	0	0	0	40	10	0	0	0	26	0	14	0	0	0	0	42	216	8	2	16	8	0	0	0	4	0	0	0
Zotu148	0	80	0	0	54	54	0	36	10	38	0	30	80	6	10	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	88	24	20	34	36	0	0	34	0	30	0	0	4	70	0	0	522	82	20	14	0	4
Zotu1491	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	4	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	14	0	0	0	24	0	0	0	0	4
Zotu16	2778	224	292	138	3018	1846	0	4	30	2	102	14	144	16	154	186	280	178	36	38	4	10	16	64	94	0	5576	8	74	12	174	872	714	82	1104	1378	78	46	10616	98	50	84	180	212	72	14	8	1690	1586	38	408	224	946
Zotu1429	0	4	0	0	0	0	0	18	0	0	0	0	0	12	0	44	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
Zotu7785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu172	90	32	40	60	8	110	16	84	10	118	62	8	90	0	96	38	100	22	14	18	10	8	52	42	2	72	6	0	58	24	2	8	106	28	8	24	104	20	12	38	8	50	22	48	132	24	6	4	36	44	2	12	4
Zotu110	180	58	54	134	22	250	8	174	8	162	122	8	436	14	228	70	168	108	90	24	14	16	88	36	2	4	66	2	146	28	26	24	104	54	20	32	172	98	94	276	66	132	62	88	152	30	4	52	54	58	12	50	8
Zotu123	136	18	48	0	8	94	6	96	8	354	60	56	214	20	160	54	82	92	6	10	22	24	102	88	12	38	18	48	20	76	0	142	76	44	38	24	64	22	56	184	14	122	108	92	164	16	16	14	40	32	6	30	4
Zotu1305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu9837	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu633	0	0	0	0	8	0	12	8	2	58	0	0	22	2	2	26	0	6	24	0	26	0	6	24	0	0	18	12	8	0	0	0	12	92	2	0	4	0	0	0	0	6	0	0	0	0	0	0	18	10	18	8	0
Zotu8406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu406	0	0	0	0	0	0	0	20	2	214	0	0	0	0	0	2	0	0	26	10	0	14	0	2	0	0	4	0	30	10	0	0	0	24	0	0	0	2	8	80	6	56	0	0	0	0	4	2	0	2	0	0	4
Zotu7786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu90	2	16	0	336	32	62	4	106	6	74	76	6	90	10	32	62	106	2	68	10	2	24	40	22	82	0	0	10	40	0	0	166	16	54	66	18	136	36	2	58	20	658	78	564	378	8	6	32	162	94	34	46	58
Zotu280	0	0	0	0	0	0	0	58	0	86	38	46	10	18	22	2	0	2	2	2	0	30	0	0	0	0	0	2	0	0	0	62	164	40	10	0	10	50	16	50	60	8	56	72	216	0	2	2	12	42	30	0	12
Zotu293	0	0	0	0	0	0	0	28	0	18	154	0	2	0	0	56	18	108	0	10	0	0	0	0	0	0	4	12	72	0	0	62	0	20	0	44	84	0	0	10	0	58	0	6	106	2	6	0	76	50	32	38	4
Zotu4984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu75	0	8	0	110	102	332	34	2	2	26	0	6	0	0	0	30	10	198	36	12	0	14	0	0	936	0	44	0	0	206	380	12	22	2	0	292	18	8	0	2	4	0	460	1254	94	856	0	44	156	16	324	222	16
Zotu1899	0	0	0	44	0	8	0	0	0	0	0	0	4	0	72	0	0	0	0	0	0	0	4	0	0	2	34	0	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	2	0
Zotu36	0	88	36	184	2208	924	0	12	46	186	98	32	6	10	4	76	190	448	120	10	2	28	0	88	44	4	84	10	42	118	56	226	458	72	78	50	194	100	48	280	144	320	202	204	80	4	4	176	562	144	18	130	32
Zotu6353	208	62	212	132	0	248	84	0	2	8	0	22	112	2	58	16	36	8	8	2	58	2	0	180	0	244	2	20	0	0	100	0	78	160	8	0	12	0	0	0	4	12	8	6	2	4	4	16	0	2	4	52	0
Zotu3159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu2158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0
Zotu5298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zotu399	0	0	0	0	0	0	0	78	0	42	10	6	2	14	4	28	18	78	10	2	2	0	14	0	2	0	32	0	0	30	10	16	46	18	0	22	10	0	2	0	4	12	6	0	14	0	0	4	22	22	2	0	8
Zotu7685	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	2	14	0	0	0	0	0	0	0	0	0	68	0	4	56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	30	0
Zotu3160	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
